Desc	Family ID	Adohon	Amytra	Arcpla	Bicany	Bommor	Calcec	Cydspl	Danple	Heldem	Hellat	Helmel	Hylves	Hypkah	Juncoe	Leracc	Mansex	Melcin	Opebru	Ostnub	Papgla	Papmac	Pappol	Papxut	Phosen	Pienap	Ploint	Pluxyl	Spofru	Tricni	Vancar
(null)	228	7	7	7	5	6	7	6	10	6	12	6	7	6	6	6	11	6	5	7	7	9	7	6	6	7	10	6	7	8	6
(null)	229	17	8	7	7	6	12	5	3	9	5	8	16	5	8	8	5	7	6	6	5	5	7	5	4	5	7	3	11	4	5
(null)	230	4	8	6	7	6	9	5	7	6	14	8	7	7	7	6	7	6	7	7	7	7	5	6	7	8	6	9	7	7	5
(null)	231	11	6	6	7	6	8	7	8	8	7	6	9	6	7	6	7	8	7	5	6	5	7	6	9	5	6	7	7	7	8
(null)	232	7	7	6	6	7	4	7	7	9	6	6	6	9	7	6	6	8	9	7	4	6	6	6	7	6	9	9	7	7	8
(null)	233	5	7	6	6	6	9	7	7	6	5	8	9	5	6	6	5	8	9	9	8	7	5	7	8	7	9	6	6	6	7
(null)	234	7	7	6	7	7	7	7	7	8	6	7	8	8	7	7	7	6	7	7	7	7	7	7	5	5	7	7	6	7	7
(null)	235	11	7	8	6	6	4	11	4	4	3	4	10	7	5	2	6	7	8	8	7	8	8	7	7	8	8	5	10	9	5
(null)	236	11	7	7	5	9	1	4	2	3	3	7	15	6	12	7	23	1	4	9	8	6	6	7	2	4	5	4	9	13	1
(null)	237	5	6	7	7	6	8	5	6	7	7	7	10	6	5	6	8	5	7	8	6	6	6	6	7	6	7	8	8	7	8
(null)	238	6	6	6	6	6	6	8	6	6	7	7	9	5	6	6	7	8	11	6	7	7	6	6	6	8	7	6	6	7	6
(null)	239	6	5	4	6	9	5	6	7	5	9	5	12	9	5	6	7	8	10	8	5	5	5	6	8	5	7	6	9	6	5
(null)	240	4	6	3	13	3	6	7	5	9	6	6	4	2	13	6	8	5	3	6	9	8	10	9	4	6	6	11	4	11	6
(null)	241	7	8	6	6	5	6	6	6	5	5	6	9	8	7	6	6	7	7	5	7	7	7	9	4	10	9	4	8	6	7
(null)	242	6	6	6	8	7	9	7	7	7	8	7	8	7	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	5	7
(null)	243	7	9	6	6	7	8	6	6	6	8	7	5	6	5	5	8	6	7	5	7	8	4	6	8	6	7	6	6	9	7
(null)	244	5	6	5	9	7	6	7	8	5	8	7	6	7	6	7	6	6	7	8	6	4	4	6	6	6	10	9	6	5	8
(null)	245	6	6	9	4	7	5	10	4	5	10	6	6	6	4	6	7	6	8	6	4	10	6	4	8	5	8	10	6	6	5
(null)	246	2	14	24	4	5	8	17	1	1	1	1	11	18	19	4	4	22	12	0	1	2	0	0	3	2	1	0	2	0	14
(null)	247	7	8	5	7	6	5	5	5	6	12	7	9	5	7	5	12	6	4	4	4	9	5	6	6	8	7	5	7	6	5
(null)	248	0	4	9	9	3	16	5	2	3	1	0	2	20	23	1	0	47	6	5	1	4	1	0	9	1	2	0	10	1	8
(null)	250	6	5	9	6	5	7	5	5	7	8	6	6	5	5	6	6	9	4	4	6	5	8	7	10	10	5	6	8	6	6
(null)	251	5	8	7	6	6	3	7	7	6	6	6	8	7	7	5	7	9	7	8	6	5	5	6	6	5	7	7	6	6	7
(null)	252	10	8	2	6	5	7	10	6	4	2	6	11	5	10	4	9	10	11	8	4	1	4	4	13	2	6	7	3	4	7
(null)	253	10	5	6	6	4	9	6	4	9	2	5	6	7	6	3	5	6	5	5	5	9	9	11	6	5	6	4	6	15	4
(null)	254	6	5	14	6	5	6	5	3	5	5	5	8	9	4	1	7	4	7	8	5	8	10	8	4	5	7	2	13	9	4
(null)	255	5	6	10	5	6	6	11	4	7	10	5	9	5	8	4	5	6	7	7	6	4	6	4	6	6	6	4	9	6	5
(null)	256	7	9	10	5	3	14	15	3	6	3	3	4	10	9	2	7	9	12	8	3	3	4	1	8	4	5	7	4	3	4
(null)	257	6	4	10	6	7	8	8	3	2	7	4	12	4	5	6	7	6	7	5	4	7	6	8	4	5	4	3	10	10	7
(null)	258	4	7	7	10	3	4	4	5	10	11	8	4	3	8	2	7	5	4	9	5	12	8	8	4	7	9	3	4	4	5
(null)	259	3	0	17	4	6	10	25	6	3	2	3	32	0	3	1	3	4	10	0	0	1	1	0	2	11	1	0	3	1	32
(null)	260	6	2	20	4	7	7	11	16	10	7	4	12	6	5	1	1	4	5	5	1	5	0	2	1	8	3	0	8	3	19
(null)	261	7	7	7	5	6	7	6	4	6	5	4	8	7	5	5	8	6	5	5	7	6	6	5	6	6	7	5	7	9	6
(null)	262	6	7	7	6	7	3	9	5	5	11	5	6	5	9	5	4	4	8	4	5	6	6	6	7	7	6	7	5	5	7
(null)	263	3	4	5	29	4	1	4	3	5	7	9	5	6	11	4	7	3	6	6	4	3	3	3	12	8	6	4	6	3	6
(null)	264	5	7	9	4	8	6	7	4	4	6	4	5	9	3	4	4	5	7	8	5	5	4	3	5	4	6	9	18	8	4
(null)	265	4	5	8	4	6	5	6	5	8	7	6	9	9	7	4	6	5	6	5	5	5	5	6	6	5	5	9	6	6	7
(null)	266	5	7	5	5	5	6	6	5	6	10	6	5	6	7	6	5	6	8	7	5	5	5	6	5	7	8	5	7	5	6
(null)	267	4	1	3	2	0	1	81	0	2	1	10	1	16	1	2	1	0	22	0	2	4	6	2	0	0	1	12	0	2	1
(null)	268	5	8	6	6	6	7	7	6	6	7	6	8	6	6	5	6	5	6	8	6	6	5	5	5	5	6	5	5	5	5
(null)	269	5	5	5	7	5	10	7	5	5	8	5	6	6	5	7	8	5	4	6	5	7	5	5	5	5	7	5	6	7	6
(null)	270	5	4	8	5	6	5	3	6	5	7	6	6	9	5	7	5	7	9	4	7	7	5	5	7	7	6	4	6	6	5
(null)	271	6	6	9	4	6	6	4	4	4	4	4	8	10	4	4	5	4	8	7	5	6	6	5	6	7	5	5	8	11	6
(null)	272	7	6	6	4	5	5	8	6	4	3	4	7	6	5	6	5	4	10	8	8	6	6	6	8	4	7	6	6	6	5
(null)	273	5	6	6	2	8	4	4	5	4	12	7	5	6	4	7	8	11	5	4	5	6	7	6	5	6	6	3	4	5	10
(null)	274	5	5	6	6	7	5	7	5	6	7	5	6	7	5	5	8	5	8	5	5	5	5	5	5	5	6	8	5	6	7
(null)	275	5	4	9	5	2	15	3	6	5	6	7	5	3	6	7	5	7	3	3	8	8	9	7	8	11	1	0	5	7	4
(null)	276	2	5	4	5	6	3	3	4	3	5	4	5	8	6	3	6	4	5	5	11	15	14	12	3	3	7	7	6	5	3
(null)	277	12	2	13	6	3	8	2	4	10	9	10	2	3	11	6	8	5	4	2	5	9	5	5	5	2	4	1	7	2	7
(null)	278	5	4	8	3	3	4	8	7	6	4	3	7	11	4	5	10	4	9	6	3	4	5	5	6	3	6	5	6	13	4
(null)	280	2	8	0	7	9	12	12	13	10	7	25	2	0	6	7	2	6	1	3	10	6	3	2	6	0	1	2	3	3	3
(null)	281	6	8	5	2	5	3	8	3	8	4	7	4	7	8	6	5	5	6	6	2	4	6	5	7	3	4	16	4	4	6
(null)	282	10	6	9	5	1	10	4	5	3	3	6	4	2	6	7	3	3	3	5	5	5	8	2	10	3	11	9	8	8	3
(null)	283	3	3	5	9	4	3	4	4	2	2	3	2	4	8	4	7	2	2	3	15	13	14	16	5	6	4	5	6	4	4
(null)	284	5	5	6	6	6	7	6	5	6	6	6	5	5	6	6	5	6	6	4	6	5	5	5	5	3	5	7	6	6	6
(null)	285	5	6	5	3	5	4	7	5	6	6	5	5	5	6	5	7	4	8	4	6	6	5	7	5	5	5	6	9	6	5
(null)	286	5	6	6	5	6	3	5	6	6	7	12	5	6	9	5	5	6	5	6	4	4	4	4	6	6	5	5	4	5	5
(null)	287	8	4	3	6	4	6	8	4	5	5	3	4	10	9	6	5	7	8	5	4	4	4	5	7	5	5	4	4	7	5
(null)	288	3	2	4	5	2	4	2	2	3	2	1	4	4	2	2	3	3	5	5	22	18	16	17	3	3	4	2	12	6	2
(null)	289	5	2	6	6	1	7	5	8	13	15	13	6	6	6	6	7	3	6	3	2	1	2	3	6	9	4	5	2	3	2
(null)	290	6	7	7	9	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5
(null)	291	5	5	6	4	5	5	6	5	8	6	6	4	6	7	4	5	4	7	6	5	5	6	5	5	5	5	6	6	7	3
(null)	292	6	4	4	6	6	6	8	3	6	4	6	7	6	4	5	5	6	6	6	5	3	4	4	6	3	6	7	7	5	7
(null)	293	4	5	4	8	6	5	6	5	7	7	4	6	3	5	5	7	4	8	5	8	5	4	4	4	6	6	6	4	4	5
(null)	294	5	4	6	5	5	6	4	6	6	5	5	6	6	6	5	5	6	5	5	6	5	5	6	6	6	6	4	5	5	5
(null)	295	8	3	5	3	4	7	5	5	5	4	4	10	5	5	3	8	3	3	8	5	7	6	7	4	5	5	6	6	5	4
(null)	296	0	9	0	4	2	4	1	3	6	2	10	39	5	10	10	17	7	0	9	0	1	1	1	2	5	4	0	0	6	0
(null)	297	6	5	4	4	6	5	6	6	4	5	4	9	6	6	6	7	7	4	4	6	6	4	4	4	4	6	5	6	4	4
(null)	298	6	4	9	6	7	11	3	4	6	5	5	5	8	4	2	3	3	8	8	4	4	4	4	4	3	6	3	8	6	4
(null)	299	5	6	5	5	5	5	7	6	4	5	5	5	5	5	6	5	5	5	5	5	7	5	4	6	4	6	5	6	5	5
(null)	300	7	6	5	6	4	9	4	4	5	5	5	8	6	4	4	5	3	6	5	5	6	5	5	5	5	5	3	6	5	5
(null)	301	0	1	4	0	2	9	89	0	3	0	2	5	15	2	0	1	0	11	0	0	0	0	0	3	0	1	7	0	1	0
(null)	302	2	17	4	2	0	4	22	1	0	1	0	3	20	13	7	4	4	13	4	4	7	3	3	0	0	1	4	1	4	8
(null)	303	5	5	5	7	5	5	5	5	5	4	4	5	5	5	4	6	5	5	7	6	6	4	5	5	5	5	5	6	6	6
(null)	304	5	5	5	6	5	3	5	4	6	6	6	6	6	6	4	4	5	2	6	6	5	6	5	5	4	6	5	6	6	6
(null)	305	5	5	5	4	7	2	3	3	5	4	8	5	2	13	3	6	4	3	6	6	5	6	6	4	7	2	4	9	7	6
(null)	306	3	3	3	4	5	4	4	5	5	6	3	19	4	14	5	5	3	7	4	5	4	4	4	5	4	5	5	4	4	4
(null)	307	1	1	20	1	5	2	17	0	0	0	0	7	25	4	0	1	37	3	4	1	5	0	0	2	2	1	1	3	1	9
(null)	308	5	4	4	13	4	4	7	4	7	4	5	5	9	5	3	7	7	7	5	4	4	2	4	5	5	3	2	5	6	4
(null)	309	5	6	2	10	5	5	5	5	4	5	5	5	5	5	5	4	4	6	8	6	4	4	5	5	4	5	5	5	6	5
(null)	310	4	6	3	2	5	9	4	9	6	5	5	3	6	14	3	3	9	5	7	4	4	3	1	3	6	6	0	8	2	8
(null)	311	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	4	5	5	5	6	5	5	5	5	5	5
(null)	312	5	6	4	5	5	4	5	4	5	7	6	5	7	5	4	2	7	4	6	2	5	5	5	6	5	6	5	5	6	6
(null)	313	5	5	4	5	5	2	6	4	6	5	6	7	6	5	4	5	5	3	4	6	7	3	7	6	5	5	5	5	5	6
(null)	314	5	5	5	5	5	9	4	9	5	5	5	6	4	5	5	4	4	8	6	3	3	3	3	5	5	5	7	5	4	5
(null)	315	8	5	4	2	0	3	6	1	4	6	8	4	8	1	0	3	2	4	5	2	4	13	2	6	1	11	1	12	20	6
(null)	316	4	5	5	5	5	5	5	4	4	5	5	6	6	4	5	6	5	5	5	5	6	5	5	6	4	7	5	4	7	3
(null)	317	18	8	2	3	3	6	32	6	0	0	1	3	9	2	0	2	1	10	3	6	3	4	6	2	1	3	2	11	3	1
(null)	318	4	4	4	4	4	5	5	4	4	6	4	5	5	4	4	8	6	5	6	4	4	6	5	5	8	4	6	7	5	6
(null)	319	7	4	3	9	3	4	4	4	7	9	9	6	2	5	12	5	3	3	2	7	7	2	7	4	3	3	3	4	4	5
(null)	320	0	3	15	3	6	5	3	5	7	5	2	10	1	4	2	2	6	5	1	2	4	2	2	3	19	2	2	8	3	17
(null)	321	5	8	6	7	7	5	5	3	4	6	5	5	6	4	3	6	3	5	5	6	3	5	4	6	3	5	5	5	3	5
(null)	322	5	3	5	4	4	6	9	6	4	4	4	9	6	4	4	5	3	8	4	5	6	7	6	5	2	3	5	4	4	4
(null)	323	6	11	5	2	5	3	5	3	4	8	4	6	6	5	3	10	5	2	8	1	3	4	3	3	4	9	2	10	5	2
(null)	324	7	7	5	5	5	7	5	3	4	5	7	6	5	5	4	5	5	4	4	4	4	3	4	4	4	6	4	7	3	6
(null)	325	2	3	7	5	3	5	3	11	12	13	10	2	3	6	3	2	5	3	3	3	3	1	3	2	3	3	6	5	9	8
(null)	326	3	4	4	2	8	4	9	3	2	4	2	4	8	6	5	7	5	8	5	5	6	6	4	7	4	5	3	5	5	4
(null)	327	6	5	10	4	3	4	4	8	3	6	5	5	5	4	5	4	3	4	3	5	4	5	10	4	4	5	5	4	4	5
(null)	328	5	3	4	5	6	5	6	5	6	5	5	5	4	3	5	6	5	3	5	4	6	7	6	6	4	4	4	6	4	4
(null)	329	4	6	3	4	5	4	4	7	5	9	3	10	4	9	2	5	3	8	6	4	3	4	6	4	5	3	3	7	3	3
(null)	330	4	4	4	3	7	7	5	3	5	4	5	6	7	4	6	6	5	4	5	5	5	5	4	5	5	5	4	5	5	4
(null)	331	9	2	7	9	2	8	9	7	6	2	10	3	18	6	2	1	2	3	3	2	5	5	3	6	2	3	1	6	2	2
(null)	332	6	3	4	4	3	6	6	3	5	6	6	3	6	5	3	3	7	7	5	4	5	4	3	8	5	4	5	5	6	5
(null)	333	6	4	4	4	4	5	4	6	6	5	7	6	6	4	4	4	5	4	3	5	4	4	5	5	3	4	7	6	6	5
(null)	334	8	3	7	4	9	6	12	4	7	7	9	5	3	3	3	5	4	2	8	5	4	4	5	7	1	2	1	2	2	3
(null)	335	4	4	8	5	4	6	8	4	4	4	4	6	5	4	5	5	4	6	6	4	4	4	4	5	4	6	4	5	5	4
(null)	336	1	8	14	4	3	9	2	2	4	4	5	6	6	13	2	3	8	3	6	2	3	3	5	4	1	4	4	5	5	5
(null)	337	3	2	3	4	2	8	4	3	6	4	5	3	6	40	3	5	8	1	8	4	2	3	5	2	2	1	0	2	2	3
(null)	338	3	7	6	5	7	4	5	3	4	8	4	6	5	5	5	4	5	4	3	4	5	4	4	4	3	6	4	6	6	5
(null)	339	3	4	4	5	4	5	5	6	5	6	9	6	4	4	4	4	5	5	3	4	5	4	5	6	5	5	4	6	5	4
(null)	340	5	7	3	5	4	4	7	5	4	6	5	7	4	4	3	6	3	7	2	6	4	4	4	4	4	10	3	5	5	4
(null)	341	3	5	4	7	4	3	6	5	7	5	5	6	5	5	3	4	7	4	5	4	4	6	6	5	3	6	3	5	4	5
(null)	342	5	4	4	5	4	6	4	5	4	6	7	7	4	4	6	5	4	4	4	4	4	4	4	5	5	6	7	5	4	4
(null)	343	4	6	5	8	5	2	4	4	6	7	6	7	5	5	5	3	8	7	5	3	4	4	3	3	2	5	2	6	4	6
(null)	344	5	7	6	4	4	1	5	9	10	6	9	3	0	12	3	3	8	2	9	0	0	0	1	5	5	5	0	4	8	8
(null)	345	8	6	4	5	4	3	3	2	3	7	6	6	5	6	4	6	2	8	3	5	5	5	6	5	2	3	6	8	4	1
(null)	346	2	4	6	7	3	6	3	5	6	7	7	4	3	6	4	5	6	5	5	7	7	6	7	1	1	4	1	4	6	3
(null)	347	5	5	3	6	4	5	4	4	9	7	6	2	4	5	4	3	4	2	5	8	10	5	6	3	2	3	3	6	4	4
(null)	348	7	6	4	4	5	3	5	3	4	16	3	5	4	3	6	3	3	6	5	4	5	5	3	5	4	4	3	4	5	4
(null)	349	5	5	4	4	4	4	4	4	6	6	4	9	4	4	4	5	5	5	4	5	5	4	4	4	5	4	4	7	4	4
(null)	350	4	6	5	4	6	6	4	3	3	3	3	7	4	4	4	5	5	9	5	4	4	4	4	4	3	5	9	4	4	5
(null)	351	6	3	5	6	4	8	4	4	7	6	3	5	2	4	4	6	3	8	4	4	6	7	4	5	3	3	3	6	4	3
(null)	352	6	4	5	6	4	4	4	6	5	5	4	5	4	4	5	5	3	5	4	4	4	4	3	6	5	4	4	8	6	4
(null)	353	5	6	5	6	2	6	4	4	3	5	3	5	3	8	4	4	5	3	6	2	4	4	4	5	4	5	3	5	8	8
(null)	354	5	6	4	4	4	5	5	6	3	4	5	6	4	5	3	3	5	5	5	2	5	5	5	4	3	6	6	5	5	5
(null)	355	4	4	5	4	4	3	5	7	9	9	7	6	3	7	2	4	3	3	1	2	4	5	5	4	4	5	4	5	4	6
(null)	356	3	6	5	5	3	6	5	3	3	4	5	3	6	3	3	3	7	7	4	5	4	4	5	7	6	4	7	4	3	5
(null)	357	6	4	4	6	4	6	5	5	4	4	4	5	5	3	4	4	5	4	4	4	5	4	5	4	4	8	5	4	4	4
(null)	358	22	14	0	0	4	0	3	2	0	2	6	13	10	16	0	1	4	10	12	0	1	1	0	0	0	11	1	3	0	1
(null)	359	4	5	4	4	5	5	6	5	4	5	4	5	4	5	5	4	5	6	5	4	5	4	4	5	4	4	4	4	5	4
(null)	360	4	4	4	4	4	6	5	3	4	4	5	5	3	5	4	6	4	3	6	4	6	4	6	5	7	5	4	5	4	4
(null)	361	4	6	3	5	5	5	6	6	4	5	4	6	4	4	4	6	5	8	4	4	3	4	4	4	4	4	4	4	4	4
(null)	362	6	17	2	2	2	2	8	4	2	2	5	4	5	11	6	4	4	4	3	2	2	2	3	7	2	8	8	4	3	2
(null)	363	5	4	5	6	4	5	4	4	4	6	4	4	4	4	5	3	4	5	4	4	4	4	6	5	4	5	6	6	4	4
(null)	364	4	8	1	5	5	2	3	8	7	6	6	5	2	4	5	7	3	5	4	5	4	4	4	3	5	4	5	4	4	4
(null)	365	8	7	4	4	4	3	6	4	6	6	5	5	4	5	4	4	5	4	3	4	4	4	3	4	4	6	4	4	4	4
(null)	366	4	4	5	5	4	4	6	4	4	5	3	6	5	5	3	4	5	3	5	6	6	3	3	3	4	4	3	6	9	4
(null)	367	1	5	12	4	2	5	1	4	3	6	3	7	8	12	0	4	11	3	6	1	2	4	0	5	3	1	2	0	1	19
(null)	368	0	2	12	3	0	5	27	0	3	1	3	0	19	7	4	1	2	0	2	2	4	1	1	2	0	0	20	4	4	6
(null)	369	15	5	6	4	0	1	22	3	2	1	4	3	9	3	1	1	3	9	3	2	2	2	2	2	2	7	3	5	9	3
(null)	370	4	5	5	7	6	4	4	3	2	2	2	5	6	4	5	6	8	4	4	5	4	4	4	4	4	7	4	3	6	3
(null)	371	5	5	2	5	5	5	5	5	5	3	5	4	4	4	4	5	3	4	5	3	5	4	5	5	5	5	4	5	5	5
(null)	372	5	6	3	5	5	6	3	3	4	4	5	6	4	4	5	5	6	4	5	4	4	4	4	4	3	4	5	5	5	4
(null)	373	1	3	12	2	1	3	6	7	6	1	3	2	14	13	1	5	11	4	1	2	5	0	0	0	7	0	0	2	1	20
(null)	374	4	4	5	4	4	8	7	3	7	5	8	5	4	3	3	3	3	4	4	4	3	3	3	6	4	4	5	4	5	4
(null)	375	3	5	4	5	3	4	15	6	4	3	3	3	2	4	1	3	3	3	4	3	4	4	4	2	1	6	13	3	8	7
(null)	376	4	4	4	5	5	5	4	5	5	4	4	4	4	4	4	3	7	3	3	5	5	5	4	4	5	4	5	6	4	5
(null)	377	3	4	3	5	7	4	6	4	5	4	4	7	5	4	4	5	6	3	3	4	4	4	4	6	6	3	2	5	5	4
(null)	378	4	7	5	5	5	5	4	4	5	6	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	6	5
(null)	379	3	5	4	4	4	5	4	4	5	4	4	4	7	4	5	5	5	3	5	4	4	5	5	4	6	4	4	4	4	4
(null)	380	2	5	9	5	3	12	1	0	10	11	10	17	1	5	0	5	4	2	7	2	0	1	0	1	4	0	5	5	5	0
(null)	381	5	4	5	5	5	5	4	4	4	3	4	6	3	4	4	6	5	6	5	3	4	4	3	4	5	4	4	5	5	4
(null)	382	7	7	5	3	4	4	6	6	4	4	4	4	4	4	5	4	4	3	4	3	3	3	3	4	5	4	5	6	4	6
(null)	383	3	5	2	4	8	4	7	4	4	7	4	6	5	12	3	2	3	6	4	2	2	2	1	3	6	5	8	4	4	2
(null)	384	4	4	5	4	5	4	5	4	4	5	6	8	5	4	3	4	6	5	3	2	3	3	3	4	4	4	4	8	4	4
(null)	385	6	4	3	5	4	5	5	4	4	7	3	7	4	4	3	4	5	7	3	6	3	3	4	4	5	3	3	4	5	4
(null)	386	15	2	11	3	4	4	5	3	6	2	6	5	5	3	1	5	3	3	9	2	1	2	3	7	5	1	3	5	3	4
(null)	387	3	3	4	4	7	9	4	5	3	4	3	8	5	7	2	9	5	6	2	2	4	3	4	5	3	4	2	4	3	4
(null)	388	6	7	3	5	2	5	8	4	3	4	5	3	5	4	4	5	4	5	5	4	3	3	3	4	4	4	4	6	6	3
(null)	389	1	2	8	6	3	2	1	4	6	6	7	5	4	7	2	4	6	3	3	3	5	5	5	5	4	4	4	3	8	4
(null)	390	4	7	5	4	6	4	4	3	3	4	5	5	3	4	4	5	3	5	4	3	3	3	5	5	4	4	4	6	7	4
(null)	391	2	4	0	0	4	4	3	11	3	2	10	1	23	2	0	4	4	8	1	0	3	5	0	5	4	2	2	0	13	10
(null)	392	3	6	4	4	7	4	5	4	4	4	4	5	4	4	4	7	5	4	3	4	4	4	4	4	4	4	4	4	5	4
(null)	393	8	7	5	2	7	6	8	3	2	2	2	6	4	6	2	4	3	8	7	3	3	2	2	2	4	7	6	3	3	2
(null)	394	1	0	0	1	8	6	2	3	4	3	9	3	36	2	1	3	2	3	4	1	2	3	0	2	5	5	0	1	8	11
(null)	395	5	4	3	5	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	5	6	3	4	4	4	5	4	6	5	4
(null)	396	7	7	3	1	2	7	4	0	0	1	0	3	14	1	1	14	0	6	5	2	7	6	6	1	1	9	3	12	5	0
(null)	397	1	4	2	4	4	4	4	6	6	5	3	5	7	3	3	3	5	7	4	6	4	5	5	1	3	5	4	6	3	5
(null)	398	5	5	4	5	4	3	2	4	4	8	4	3	6	3	3	4	4	4	5	3	4	2	5	5	3	6	4	7	5	3
(null)	399	5	6	2	3	5	4	4	3	4	2	3	7	5	5	3	5	3	6	4	3	3	3	3	6	4	5	5	6	7	3
(null)	400	5	2	4	6	4	6	6	4	6	4	5	5	2	4	4	3	4	4	6	3	3	2	2	7	2	5	3	6	4	5
(null)	401	2	3	4	4	5	4	4	3	7	7	5	5	4	10	1	4	7	5	2	6	3	4	2	3	4	3	5	3	3	4
(null)	402	2	3	3	4	5	8	2	4	4	4	4	4	4	4	3	3	4	3	2	6	8	8	8	5	5	3	2	3	3	5
(null)	403	3	4	3	4	4	5	4	5	5	5	4	4	3	4	5	4	4	3	4	4	6	4	6	4	3	3	4	4	5	5
(null)	404	5	3	4	6	5	5	3	4	4	5	3	5	5	4	4	3	3	5	5	3	3	3	3	5	6	4	4	4	5	4
(null)	405	3	2	4	5	4	6	3	4	5	7	4	3	4	4	6	3	5	2	2	5	4	7	2	5	4	4	5	5	4	4
(null)	406	3	4	3	6	3	4	5	3	5	5	3	3	4	3	4	3	4	4	6	6	5	5	4	3	4	5	4	5	5	4
(null)	407	3	4	3	4	4	4	3	3	3	4	4	4	4	3	5	7	6	4	7	4	6	4	5	4	6	3	3	4	3	3
(null)	408	4	3	4	3	5	4	3	4	3	8	3	4	7	3	4	3	4	3	6	3	3	3	3	5	5	4	6	6	5	3
(null)	409	12	5	1	3	3	19	7	3	3	1	3	3	13	2	0	2	4	2	1	5	4	2	2	2	2	4	5	6	3	2
(null)	410	3	6	4	5	4	4	3	5	5	6	4	7	3	6	4	4	3	4	4	4	4	3	3	4	5	3	4	4	3	3
(null)	411	4	3	4	4	5	4	4	3	5	4	4	4	4	4	4	3	4	4	3	6	6	5	6	4	5	4	3	4	4	3
(null)	412	4	6	4	3	3	3	4	2	5	5	4	3	5	3	3	5	3	7	3	2	6	8	5	2	2	4	6	6	4	3
(null)	413	2	5	4	3	3	7	3	5	5	5	3	4	5	4	5	3	4	7	5	3	4	3	3	3	4	3	4	6	4	4
(null)	414	5	5	4	3	5	3	4	4	4	5	4	5	5	4	4	3	3	3	5	3	4	4	4	4	4	5	4	5	4	4
(null)	415	3	4	3	4	4	3	3	4	6	6	3	4	3	4	6	4	5	3	5	5	3	3	3	6	3	6	4	4	5	3
(null)	416	3	3	5	6	4	3	4	5	4	4	5	4	3	5	3	6	4	4	3	5	4	2	3	3	6	3	4	7	3	4
(null)	417	4	3	3	5	3	7	3	4	4	4	3	7	4	3	4	4	4	3	5	5	4	4	3	6	5	3	3	6	3	3
(null)	418	4	2	20	2	0	6	11	0	1	1	1	1	8	3	1	2	13	15	0	0	1	2	1	3	5	1	0	2	0	15
(null)	419	4	3	4	3	4	4	6	3	3	3	3	8	6	3	3	4	6	7	3	3	4	3	3	4	3	4	3	8	3	3
(null)	420	3	4	6	5	2	2	4	8	4	4	4	3	3	5	4	3	4	9	3	2	4	3	3	4	5	2	5	4	4	5
(null)	421	0	1	8	2	13	4	6	2	6	6	5	12	0	3	0	0	15	1	0	2	2	0	0	1	9	2	0	1	7	12
(null)	422	6	5	8	2	4	1	5	3	3	3	2	4	5	4	2	3	2	5	3	4	3	2	3	2	3	12	4	6	9	2
(null)	423	6	5	10	3	2	7	6	1	2	1	2	2	4	2	4	5	2	2	8	6	4	6	8	3	3	3	2	5	3	3
(null)	424	2	4	6	4	3	3	2	4	3	6	3	7	3	4	4	4	5	5	3	4	4	4	4	6	4	2	3	3	6	4
(null)	425	2	3	1	2	0	8	1	4	4	6	1	6	4	13	0	5	6	12	4	4	6	4	3	1	1	2	3	0	4	9
(null)	426	2	4	3	4	3	7	3	4	3	4	4	3	4	3	5	3	4	4	5	3	5	3	5	8	5	4	4	3	3	4
(null)	427	5	4	5	2	3	4	5	6	5	5	4	3	5	4	3	3	10	4	4	3	4	4	3	3	3	2	5	2	3	3
(null)	428	2	4	4	5	4	5	4	5	3	6	3	5	3	4	3	4	5	4	3	4	3	5	4	4	4	3	4	5	4	3
(null)	429	3	5	4	5	2	3	3	3	4	5	4	4	5	5	3	3	4	5	5	4	6	5	5	6	2	4	3	3	3	3
(null)	430	8	4	3	1	2	17	7	1	1	1	1	6	4	1	1	7	1	11	6	3	4	3	2	4	1	6	1	3	7	1
(null)	431	3	4	5	5	4	5	4	4	4	4	5	4	3	4	4	4	3	6	3	4	2	4	3	3	4	2	5	6	3	4
(null)	432	2	5	4	6	3	1	3	3	8	3	4	8	4	6	2	7	5	5	4	4	4	2	2	4	2	3	3	3	3	5
(null)	433	1	9	20	0	3	12	8	0	1	4	4	6	14	8	0	1	5	0	0	0	1	0	0	3	6	0	2	3	2	5
(null)	434	2	8	6	3	4	7	2	2	3	4	4	3	4	5	2	10	3	2	3	3	4	3	3	3	2	8	4	5	2	3
(null)	435	3	5	3	3	4	9	4	5	5	5	2	3	3	5	3	5	3	6	3	4	3	3	3	7	2	4	3	2	3	4
(null)	436	3	5	2	9	1	5	5	1	3	1	0	8	12	2	7	3	8	6	1	1	2	1	3	0	10	1	2	7	2	6
(null)	437	4	3	3	4	5	5	5	4	4	6	4	4	3	3	3	5	5	5	4	2	3	1	2	3	6	3	4	4	7	3
(null)	438	7	2	6	6	3	2	7	3	6	4	4	4	5	4	3	2	4	5	5	3	2	2	2	4	3	4	3	5	4	3
